career_best_points,defence_touch_points,defending_bonus_points,empty_raid,green_cards,high_5s,location,match_played,name,not_out_percentage,player_id,player_team,player_team_arr,point,points_defence_offence,points_per_match_raid_tackle,raid_bonus_points,raid_map_locations,raid_points_per_match,raid_touch_points,raids,red_cards,role,series_id,series_name,success_raid_percent,success_raids,success_tackles,success_tackles_per_match,super_10s,super_raids,super_tackles,tackle_bonus_points,tackle_success_rate,tackles,total_capture_points,total_defending_points,total_raid_points,total_tackle_points,unsuccesful_tackles,unsuccess_raids,yellow_cards
0,0,0,0,0,0,0.0,0,Gurvinder Singh,0.0,46,0,"[{'team_id': 1, 'team_name': 'Bengaluru Bulls', 'team_short_name': 'Bengaluru', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': False}]",0,0,0.0,0,0.0,0.0,0,0,0,0.0,26,"Pro Kabaddi League Season 6, 2018",0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0
4,8,0,1,0,0,,9,Saeid Ghaffari,100.0,481,0,"[{'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",8,8,0.88,0,,0.0,0,1,0,,49,"Pro Kabaddi League Season 7, 2019",0.0,0,8,0.88,0,0,0,,40.0,20,,8,0,8,12,0,0
4,22,0,6,0,0,,18,Farhad Rahimi Milaghardan,61.11,482,0,"[{'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",28,28,1.55,2,,0.33,4,18,0,,8,"Pro Kabaddi League Season 5, 2017",33.33,5,22,1.22,0,0,0,,40.74,54,,22,6,22,32,7,0
5,25,4,32,3,1,,22,Farhad Rahimi Milaghardan,81.66,482,0,"[{'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",47,47,2.13,6,,1.0,16,60,0,,26,"Pro Kabaddi League Season 6, 2018",36.66,17,21,0.95,0,0,4,,36.23,69,,25,22,25,48,11,0
5,23,0,38,0,0,,16,Farhad Rahimi Milaghardan,83.58,482,0,"[{'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",45,45,2.81,3,,1.37,19,67,0,,49,"Pro Kabaddi League Season 7, 2019",32.83,18,23,1.43,0,0,0,,41.07,56,,23,22,23,33,11,0
10,25,2,88,0,1,,18,Mohammad Esmaeil Nabibakhsh,80.57,484,0,"[{'team_id': 4, 'team_name': 'Bengal Warriors', 'team_short_name': 'Bengal', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",93,93,5.16,7,,3.77,61,175,0,,49,"Pro Kabaddi League Season 7, 2019",38.85,53,23,1.27,1,3,2,,50.0,50,,25,68,25,27,34,0
5,65,2,5,2,2,,24,Abozar Mohajermighani,83.33,489,0,"[{'team_id': 31, 'team_name': 'Gujarat Fortunegiants', 'team_short_name': 'Gujarat', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",66,66,2.75,1,,0.04,0,6,0,,8,"Pro Kabaddi League Season 5, 2017",16.66,0,63,2.62,0,0,2,,56.03,116,,65,1,65,53,1,1
6,56,8,26,0,4,,21,Abozar Mohajermighani,100.0,489,0,"[{'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",56,56,2.66,0,,0.0,0,26,0,,26,"Pro Kabaddi League Season 6, 2018",0.0,0,48,2.28,0,0,8,,57.14,98,,56,0,56,50,0,0
4,33,3,4,0,0,,16,Abozar Mohajermighani,66.66,489,0,"[{'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",34,34,2.12,1,,0.06,0,6,0,,49,"Pro Kabaddi League Season 7, 2019",16.66,0,30,1.87,0,0,3,,44.0,75,,33,1,33,45,2,0
1,1,0,1,0,0,,3,Mohammad Taghi Paein Mahali,25.0,509,0,"[{'team_id': 4, 'team_name': 'Bengal Warriors', 'team_short_name': 'Bengal', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",1,1,0.33,0,,0.0,0,4,0,,49,"Pro Kabaddi League Season 7, 2019",0.0,0,1,0.33,0,0,0,,25.0,4,,1,0,1,3,3,0
0,0,0,0,0,0,0.0,0,Dong Gyu Kim,0.0,515,0,"[{'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",0,0,0.0,0,0.0,0.0,0,0,0,0.0,8,"Pro Kabaddi League Season 5, 2017",0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0
0,0,0,0,0,0,0.0,0,Dong Gyu Kim,0.0,515,0,"[{'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': False}]",0,0,0.0,0,0.0,0.0,0,0,0,0.0,26,"Pro Kabaddi League Season 6, 2018",0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0
0,0,0,0,0,0,0.0,0,Dong Gyu Kim,0.0,515,0,"[{'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",0,0,0.0,0,0.0,0.0,0,0,0,0.0,49,"Pro Kabaddi League Season 7, 2019",0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0
1,2,0,0,0,0,,14,Young Chang Ko,0.0,519,0,"[{'team_id': 4, 'team_name': 'Bengal Warriors', 'team_short_name': 'Bengal', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",2,2,0.14,0,,0.0,0,0,0,,8,"Pro Kabaddi League Season 5, 2017",0.0,0,2,0.14,0,0,0,,7.4,27,,2,0,2,25,0,0
5,15,4,0,0,1,,13,Young Chang Ko,0.0,519,0,"[{'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",15,15,1.15,0,,0.0,0,0,0,,26,"Pro Kabaddi League Season 6, 2018",0.0,0,11,0.84,0,0,4,,44.11,34,,15,0,15,23,0,0
4,6,2,0,0,0,,10,Young Chang Ko,0.0,519,0,"[{'team_id': 5, 'team_name': 'U Mumba', 'team_short_name': 'Mumbai', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",6,6,0.6,0,,0.0,0,0,0,,49,"Pro Kabaddi League Season 7, 2019",0.0,0,4,0.4,0,0,2,,46.15,13,,6,0,6,9,0,0
5,0,0,24,0,0,,17,Dong Geon Lee,70.58,522,0,"[{'team_id': 29, 'team_name': 'Tamil Thalaivas', 'team_short_name': 'Tamil Nadu', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",29,29,1.7,9,,1.7,20,68,0,,8,"Pro Kabaddi League Season 5, 2017",42.64,24,0,0.0,0,0,0,,0.0,5,,0,29,0,5,20,0
10,0,0,28,0,0,,11,Dong Geon Lee,76.92,522,0,"[{'team_id': 31, 'team_name': 'Gujarat Fortunegiants', 'team_short_name': 'Gujarat', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",31,31,2.81,10,,2.81,21,65,0,,26,"Pro Kabaddi League Season 6, 2018",47.69,22,0,0.0,1,1,0,,0.0,1,,0,31,0,1,15,0
6,0,0,11,0,0,,4,Dong Geon Lee,72.0,522,0,"[{'team_id': 5, 'team_name': 'U Mumba', 'team_short_name': 'Mumbai', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",10,10,2.5,4,,2.5,6,25,0,,49,"Pro Kabaddi League Season 7, 2019",40.0,7,0,0.0,0,0,0,,0.0,0,,0,10,0,0,7,0
4,16,0,0,0,0,,9,Jeeva Kumar,0.0,54,0,"[{'team_id': 5, 'team_name': 'U Mumba', 'team_short_name': 'Mumbai', 'series_id': 1, 'series_name': 'Pro Kabaddi League Season 1, 2014', 'is_latest': True}]",16,16,1.77,0,,0.0,0,0,0,,1,"Pro Kabaddi League Season 1, 2014",0.0,0,16,1.77,0,0,0,,51.61,31,,16,0,16,15,0,0
9,38,7,0,1,3,,13,Jeeva Kumar,100.0,54,0,"[{'team_id': 5, 'team_name': 'U Mumba', 'team_short_name': 'Mumbai', 'series_id': 2, 'series_name': 'Pro Kabaddi League Season 2, 2015', 'is_latest': True}]",39,39,3.0,0,,0.07,1,1,0,,2,"Pro Kabaddi League Season 2, 2015",100.0,1,31,2.38,0,0,7,,65.51,58,,38,1,38,27,0,0
4,31,1,0,0,0,,16,Jeeva Kumar,0.0,54,0,"[{'team_id': 5, 'team_name': 'U Mumba', 'team_short_name': 'Mumbai', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}]",31,31,1.93,0,,0.0,0,0,0,,3,"Pro Kabaddi League Season 3, 2016",0.0,0,30,1.87,0,0,1,,50.0,62,,31,0,31,32,0,0
4,26,2,0,0,0,,14,Jeeva Kumar,0.0,54,0,"[{'team_id': 5, 'team_name': 'U Mumba', 'team_short_name': 'Mumbai', 'series_id': 4, 'series_name': 'Pro Kabaddi League Season 4, 2016', 'is_latest': True}]",26,26,1.85,0,,0.0,0,0,0,,4,"Pro Kabaddi League Season 4, 2016",0.0,0,24,1.71,0,0,2,,41.93,62,,26,0,26,38,0,0
5,44,7,2,1,1,,22,Jeeva Kumar,100.0,54,0,"[{'team_id': 30, 'team_name': 'U.P. Yoddha', 'team_short_name': 'UP', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",44,44,2.0,0,,0.0,0,2,0,,8,"Pro Kabaddi League Season 5, 2017",0.0,0,37,1.68,0,0,7,,42.3,104,,44,0,44,67,0,0
5,40,4,1,0,1,,19,Jeeva Kumar,100.0,54,0,"[{'team_id': 30, 'team_name': 'U.P. Yoddha', 'team_short_name': 'UP', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",40,40,2.1,0,,0.0,0,1,0,,26,"Pro Kabaddi League Season 6, 2018",0.0,0,36,1.89,0,0,4,,44.44,90,,40,0,40,54,0,0
4,29,1,0,0,0,,17,Jeeva Kumar,0.0,54,0,"[{'team_id': 4, 'team_name': 'Bengal Warriors', 'team_short_name': 'Bengal', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",29,29,1.7,0,,0.0,0,0,0,,49,"Pro Kabaddi League Season 7, 2019",0.0,0,28,1.64,0,0,1,,38.66,75,,29,0,29,47,0,0
0,0,0,0,0,0,0.0,0,Mohammad Shazid Hossain,0.0,554,0,"[{'team_id': 31, 'team_name': 'Gujarat Fortunegiants', 'team_short_name': 'Gujarat', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",0,0,0.0,0,0.0,0.0,0,0,0,0.0,49,"Pro Kabaddi League Season 7, 2019",0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0
12,6,1,37,0,0,,16,Mohsen Maghsoudloujafari,75.9,567,0,"[{'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",47,47,2.93,10,,2.56,31,83,0,,8,"Pro Kabaddi League Season 5, 2017",49.39,26,5,0.31,1,2,1,,37.5,16,,6,41,6,11,20,0
7,27,2,62,2,0,,19,Mohsen Maghsoudloujafari,77.67,567,0,"[{'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",56,56,2.94,10,,1.52,19,112,0,,26,"Pro Kabaddi League Season 6, 2018",25.89,25,25,1.31,0,0,2,,51.92,52,,27,29,27,27,25,0
2,3,1,10,0,0,,10,Mohsen Maghsoudloujafari,56.52,567,0,"[{'team_id': 30, 'team_name': 'U.P. Yoddha', 'team_short_name': 'UP', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",7,7,0.7,2,,0.4,2,23,0,,49,"Pro Kabaddi League Season 7, 2019",17.39,3,2,0.2,0,0,1,,37.5,8,,3,4,3,6,10,0
9,7,2,56,0,0,,16,Mohammad Esmaeil Maghsoudlou Mahalli,75.96,571,0,"[{'team_id': 6, 'team_name': 'Patna Pirates', 'team_short_name': 'Patna', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",35,35,2.18,9,,1.75,19,104,0,,49,"Pro Kabaddi League Season 7, 2019",26.92,23,5,0.31,0,0,2,,36.84,19,,7,28,7,14,25,0
3,1,0,9,0,0,,5,Mayur Shivtarkar,56.0,578,0,"[{'team_id': 28, 'team_name': 'Haryana Steelers', 'team_short_name': 'Haryana', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",6,6,1.2,0,,1.0,5,25,0,,8,"Pro Kabaddi League Season 5, 2017",20.0,5,1,0.2,0,0,0,,50.0,2,,1,5,1,1,11,0
3,19,0,27,2,0,,18,Mayur Shivtarkar,77.77,578,0,"[{'team_id': 28, 'team_name': 'Haryana Steelers', 'team_short_name': 'Haryana', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",23,23,1.27,4,,0.22,0,36,0,,26,"Pro Kabaddi League Season 6, 2018",11.11,1,19,1.05,0,0,0,,29.23,65,,19,4,19,46,8,0
2,4,0,0,1,0,,6,Mayur Shivtarkar,0.0,578,0,"[{'team_id': 4, 'team_name': 'Bengal Warriors', 'team_short_name': 'Bengal', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",4,4,0.66,0,,0.0,0,0,0,,49,"Pro Kabaddi League Season 7, 2019",0.0,0,4,0.66,0,0,0,,19.04,21,,4,0,4,17,0,0
7,71,5,5,4,5,,26,Jaideep,100.0,579,0,"[{'team_id': 6, 'team_name': 'Patna Pirates', 'team_short_name': 'Patna', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",71,71,2.73,0,,0.0,0,5,0,,8,"Pro Kabaddi League Season 5, 2017",0.0,0,66,2.53,0,0,5,,46.1,154,,71,0,71,88,0,0
5,58,2,7,4,4,,22,Jaideep,87.5,579,0,"[{'team_id': 6, 'team_name': 'Patna Pirates', 'team_short_name': 'Patna', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",58,58,2.63,0,,0.0,0,8,0,,26,"Pro Kabaddi League Season 6, 2018",0.0,0,56,2.54,0,0,2,,43.28,134,,58,0,58,78,1,0
7,45,3,0,1,3,,17,Jaideep,0.0,579,0,"[{'team_id': 6, 'team_name': 'Patna Pirates', 'team_short_name': 'Patna', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",45,45,2.64,0,,0.0,0,0,0,,49,"Pro Kabaddi League Season 7, 2019",0.0,0,42,2.47,0,0,3,,47.87,94,,45,0,45,52,0,0
0,0,0,0,0,0,0.0,0,Lal Mohar Yadav,0.0,589,0,"[{'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",0,0,0.0,0,0.0,0.0,0,0,0,0.0,26,"Pro Kabaddi League Season 6, 2018",0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0
0,0,0,0,0,0,0.0,0,Lal Mohar Yadav,0.0,589,0,"[{'team_id': 1, 'team_name': 'Bengaluru Bulls', 'team_short_name': 'Bengaluru', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",0,0,0.0,0,0.0,0.0,0,0,0,0.0,49,"Pro Kabaddi League Season 7, 2019",0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0
2,2,0,4,0,0,,6,Lokesh Kaushik,54.54,599,0,"[{'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",4,4,0.66,0,,0.33,2,11,0,,26,"Pro Kabaddi League Season 6, 2018",18.18,2,2,0.33,0,0,0,,66.66,3,,2,2,2,1,5,0
0,0,0,0,0,0,,1,Lokesh Kaushik,0.0,599,0,"[{'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",0,0,0.0,0,,0.0,0,2,0,,49,"Pro Kabaddi League Season 7, 2019",0.0,0,0,0.0,0,0,0,,0.0,0,,0,0,0,0,2,0
6,16,1,2,0,1,,12,Sunil Siddhgavali,100.0,613,0,"[{'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",16,16,1.33,0,,0.0,0,2,0,,8,"Pro Kabaddi League Season 5, 2017",0.0,0,15,1.25,0,0,1,,36.36,44,,16,0,16,29,0,0
8,33,3,9,1,4,,16,Sunil Siddhgavali,86.66,613,0,"[{'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",38,38,2.37,0,,0.31,5,15,0,,26,"Pro Kabaddi League Season 6, 2018",33.33,4,30,1.87,0,0,3,,40.74,81,,33,5,33,51,2,0
2,9,3,2,1,0,,13,Sunil Siddhgavali,100.0,613,0,"[{'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",9,9,0.69,0,,0.0,0,2,0,,49,"Pro Kabaddi League Season 7, 2019",0.0,0,6,0.46,0,0,3,,23.07,39,,9,0,9,33,0,0
5,27,3,0,2,1,,18,Baldev Singh,0.0,621,0,"[{'team_id': 4, 'team_name': 'Bengal Warriors', 'team_short_name': 'Bengal', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",28,28,1.55,1,,0.05,0,1,0,,26,"Pro Kabaddi League Season 6, 2018",100.0,0,24,1.33,0,0,3,,38.57,70,,27,1,27,46,1,0
7,53,5,4,0,6,,18,Baldev Singh,80.0,621,0,"[{'team_id': 4, 'team_name': 'Bengal Warriors', 'team_short_name': 'Bengal', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",53,53,2.94,0,,0.0,0,5,0,,49,"Pro Kabaddi League Season 7, 2019",0.0,0,48,2.66,0,0,5,,56.38,94,,53,0,53,46,1,0
4,13,1,0,1,0,,17,Neeraj Kumar,0.0,637,0,"[{'team_id': 28, 'team_name': 'Haryana Steelers', 'team_short_name': 'Haryana', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",13,13,0.76,0,,0.0,0,1,0,,8,"Pro Kabaddi League Season 5, 2017",0.0,0,12,0.7,0,0,1,,26.53,49,,13,0,13,37,1,0
11,47,3,3,2,3,,17,Neeraj Kumar,75.0,637,0,"[{'team_id': 6, 'team_name': 'Patna Pirates', 'team_short_name': 'Patna', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",47,47,2.76,0,,0.0,0,4,0,,49,"Pro Kabaddi League Season 7, 2019",0.0,0,44,2.58,0,0,3,,50.0,94,,47,0,47,50,1,0
2,0,0,0,0,0,,4,Gulveer Singh,12.5,647,0,"[{'team_id': 30, 'team_name': 'U.P. Yoddha', 'team_short_name': 'UP', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",3,3,0.75,1,,0.75,2,8,0,,8,"Pro Kabaddi League Season 5, 2017",37.5,1,0,0.0,0,0,0,,0.0,1,,0,3,0,1,7,0
0,0,0,0,0,0,0.0,0,Gulveer Singh,0.0,647,0,"[{'team_id': 30, 'team_name': 'U.P. Yoddha', 'team_short_name': 'UP', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': False}]",0,0,0.0,0,0.0,0.0,0,0,0,0.0,26,"Pro Kabaddi League Season 6, 2018",0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0
0,0,0,0,0,0,0.0,0,Gulveer Singh,0.0,647,0,"[{'team_id': 30, 'team_name': 'U.P. Yoddha', 'team_short_name': 'UP', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",0,0,0.0,0,0.0,0.0,0,0,0,0.0,49,"Pro Kabaddi League Season 7, 2019",0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0
0,0,0,0,0,0,0.0,0,Mohit,0.0,655,0,"[{'team_id': 2, 'team_name': 'Dabang Delhi K.C.', 'team_short_name': 'Delhi', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",0,0,0.0,0,0.0,0.0,0,0,0,0.0,49,"Pro Kabaddi League Season 7, 2019",0.0,0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0,0,0,0
3,16,0,3,1,0,,13,Pankaj,50.0,665,0,"[{'team_id': 30, 'team_name': 'U.P. Yoddha', 'team_short_name': 'UP', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",16,16,1.23,0,,0.0,0,6,0,,8,"Pro Kabaddi League Season 5, 2017",0.0,0,16,1.23,0,0,0,,32.65,49,,16,0,16,33,3,0
1,1,0,0,0,0,,1,Pankaj,0.0,665,0,"[{'team_id': 30, 'team_name': 'U.P. Yoddha', 'team_short_name': 'UP', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",1,1,1.0,0,,0.0,0,0,0,,26,"Pro Kabaddi League Season 6, 2018",0.0,0,1,1.0,0,0,0,,33.33,3,,1,0,1,2,0,0
6,16,0,1,0,1,,7,Pankaj,100.0,665,0,"[{'team_id': 31, 'team_name': 'Gujarat Fortunegiants', 'team_short_name': 'Gujarat', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",16,16,2.28,0,,0.0,0,1,0,,49,"Pro Kabaddi League Season 7, 2019",0.0,0,16,2.28,0,0,0,,51.61,31,,16,0,16,15,0,0
3,15,0,0,0,0,,10,Santhapanaselvam,0.0,676,0,"[{'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",15,15,1.5,0,,0.0,0,0,0,,8,"Pro Kabaddi League Season 5, 2017",0.0,0,15,1.5,0,0,0,,48.38,31,,15,0,15,16,0,0
3,14,2,1,1,0,,14,Santhapanaselvam,100.0,676,0,"[{'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",14,14,1.0,0,,0.0,0,1,0,,26,"Pro Kabaddi League Season 6, 2018",0.0,0,12,0.85,0,0,2,,30.43,46,,14,0,14,34,0,0
4,14,1,0,0,0,,6,Santhapanaselvam,0.0,676,0,"[{'team_id': 3, 'team_name': 'Jaipur Pink Panthers', 'team_short_name': 'Jaipur', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",14,14,2.33,0,,0.0,0,0,0,,49,"Pro Kabaddi League Season 7, 2019",0.0,0,13,2.16,0,0,1,,53.84,26,,14,0,14,13,0,0
7,8,3,22,0,0,,7,Rakesh Gowda,81.81,684,0,"[{'team_id': 8, 'team_name': 'Telugu Titans', 'team_short_name': 'Hyderabad', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",24,24,3.42,8,,2.28,8,44,0,,49,"Pro Kabaddi League Season 7, 2019",36.36,14,5,0.71,0,0,3,,57.14,14,,8,16,8,9,8,0
9,3,0,92,1,0,,19,Rohit Gulia,78.12,686,0,"[{'team_id': 31, 'team_name': 'Gujarat Fortunegiants', 'team_short_name': 'Gujarat', 'series_id': 8, 'series_name': 'Pro Kabaddi League Season 5, 2017', 'is_latest': True}]",38,38,2.0,3,,1.84,32,160,0,,8,"Pro Kabaddi League Season 5, 2017",21.87,33,3,0.15,0,0,0,,15.0,20,,3,35,3,17,35,0
9,3,0,70,3,0,,19,Rohit Gulia,77.63,686,0,"[{'team_id': 31, 'team_name': 'Gujarat Fortunegiants', 'team_short_name': 'Gujarat', 'series_id': 26, 'series_name': 'Pro Kabaddi League Season 6, 2018', 'is_latest': True}]",61,61,3.21,18,,3.05,40,152,0,,26,"Pro Kabaddi League Season 6, 2018",38.15,48,3,0.15,0,2,0,,15.78,19,,3,58,3,16,34,0
13,5,0,102,0,0,,18,Rohit Gulia,73.79,686,0,"[{'team_id': 31, 'team_name': 'Gujarat Fortunegiants', 'team_short_name': 'Gujarat', 'series_id': 49, 'series_name': 'Pro Kabaddi League Season 7, 2019', 'is_latest': True}]",105,105,5.83,27,,5.55,73,248,0,,49,"Pro Kabaddi League Season 7, 2019",40.32,81,5,0.27,3,0,0,,29.41,17,,5,100,5,12,65,0
14,51,0,74,3,3,,16,Manjeet Chhillar,71.75,69,0,"[{'team_id': 1, 'team_name': 'Bengaluru Bulls', 'team_short_name': 'Bengaluru', 'series_id': 1, 'series_name': 'Pro Kabaddi League Season 1, 2014', 'is_latest': True}]",122,122,7.62,11,,4.43,60,177,0,,1,"Pro Kabaddi League Season 1, 2014",40.11,53,51,3.18,2,2,0,,60.71,84,,51,71,51,33,50,0
11,40,1,125,8,3,,16,Manjeet Chhillar,85.25,69,0,"[{'team_id': 1, 'team_name': 'Bengaluru Bulls', 'team_short_name': 'Bengaluru', 'series_id': 2, 'series_name': 'Pro Kabaddi League Season 2, 2015', 'is_latest': True}]",107,107,6.68,9,,4.18,58,217,0,,2,"Pro Kabaddi League Season 2, 2015",30.87,60,39,2.43,0,0,1,,51.28,78,,40,67,40,39,32,0
13,61,5,120,1,5,,15,Manjeet Chhillar,91.81,69,0,"[{'team_id': 7, 'team_name': 'Puneri Paltan', 'team_short_name': 'Pune', 'series_id': 3, 'series_name': 'Pro Kabaddi League Season 3, 2016', 'is_latest': True}]",106,106,7.06,4,,3.0,41,171,0,,3,"Pro Kabaddi League Season 3, 2016",26.31,37,56,3.73,0,2,5,,61.61,99,,61,45,61,43,14,2
